,type,fullnames,model,n_samples,avg_dice,tile_sizes,pixel_sizes,dice_sample_0,dice_sample_1,dice_sample_2,dice_sample_3,dice_sample_4,dice_sample_5,dice_sample_6,dice_sample_7,dice_sample_8,dice_sample_9,dice_sample_10,dice_sample_11,dice_sample_12,dice_sample_13,dice_sample_14,dice_sample_15,dice_sample_16,dice_sample_17,dice_sample_18,dice_sample_19,dice_sample_20,dice_sample_21,dice_sample_22,dice_sample_23,dice_sample_24,dice_sample_25,dice_sample_26,dice_sample_27,dice_sample_28,dice_sample_29
43,base,samlora_256_25_n2_VIT_L,samlora,2,0.3126306772057756,256,25,0.0879301827762226,0.0258481421647819,0.0539289846044317,0.0285363950507189,0.4257617728531856,0.2069851652844294,0.1939256131232743,0.5775274775183941,0.7223527505468686,0.3722836528198779,0.4008771929824561,0.1232633279483037,0.7574042529809331,0.2500707854351888,0.626691932864104,0.6716652781634731,0.1016202888340965,0.2371119339219595,0.2071917808219178,0.1209530738450345,0.304587734510484,0.1141381766381766,0.0263687600644122,0.5439898910124783,0.6883852691218131,0.3595477903391572,0.0077783697389451,0.7284093094825929,0.1528374892519346,0.2609475414736212
44,base,samlora_256_25_n32_VIT_B,samlora,32,0.5540080585173622,256,25,0.4193168433451119,0.0125,0.6239316239316239,0.0701731288262787,0.5052470317885868,0.218888755550222,0.8273272073511786,0.7708163818822891,0.7501704158145875,0.6967907149642725,0.6626301767982562,0.7542087542087542,0.7583350590184303,0.8072463768115942,0.8169779286926995,0.7119130613081812,0.4948729380294249,0.8807439824945296,0.8518395757374876,0.385488205434458,0.3166436464088398,0.7130730050933786,0.4139650872817955,0.8559817119634239,0.7697397441552712,0.248623716708823,0.0608581956495899,0.5873790879778904,0.1287250925762652,0.5058343057176196
45,base,samlora_256_25_n32_VIT_L,samlora,32,0.4517052004891989,256,25,0.4688199552286536,0.172646686365555,0.4835164835164835,0.0815244825845532,0.3084663285083921,0.1426100037608123,0.4755294221672045,0.6116131123627375,0.3961090876787776,0.5924517920116049,0.4101326899879373,0.6870229007633588,0.5518839339821053,0.8012411653163247,0.471492114840275,0.5563753007217321,0.5709515859766278,0.8981969486823855,0.8360655737704918,0.3663203443690699,0.1572604106059346,0.7487980769230769,0.3365079365079365,0.5300489168413697,0.5932378878217716,0.3280968876715271,0.2268726774887541,0.4569673341603166,0.0715594089632433,0.2188365650969529
46,base,samlora_256_25_n8_VIT_B,samlora,8,0.4460132,256,25,0.508537,0.0,0.0,0.0,0.581913,0.145107,0.784762,0.430748,0.805181,0.597123,0.503813,0.652152,0.544098,0.574876,0.680882,0.765188,0.383844,0.734122,0.805223,0.382897,0.4554,0.467115,0.26958,0.600777,0.586684,0.083006,0.0,0.701247,0.037903,0.298218
47,base,samlora_256_25_n8_VIT_L,samlora,8,0.5551438210941417,256,25,0.5439887837364178,0.1400116482236459,0.7266099635479951,0.0657043794722994,0.7255241392575495,0.1074132578027125,0.4584967047634938,0.6644183601962158,0.8501546246837223,0.8623531986286381,0.4773991655076495,0.8198294243070362,0.6180294151887927,0.7748543174995586,0.7648514851485149,0.7080633908103259,0.6535064935064935,0.8951461517833199,0.8821316614420063,0.6257432668765303,0.368668800602523,0.6251217137293087,0.3995327102803738,0.839605017347211,0.7676470588235295,0.1687809043703428,0.2656807751147373,0.5259440761026233,0.1407010710808179,0.1884026729898685
48,base,samlora_512_10_n128_VIT_B,samlora,128,0.5915387280127342,512,10,0.4183997180119845,0.296591087605383,0.5653685674547984,0.0965860028221815,0.7239632463403557,0.3100539634306072,0.7443844606753467,0.7968484611348742,0.8575808724468464,0.8338274452501857,0.6374295377677565,0.7528200098087298,0.7685051244960143,0.7193022722056461,0.7728724589595662,0.7957314453628443,0.4981837052413077,0.8092131434481661,0.8212450028555112,0.4457362473838314,0.5467645965042767,0.6770069882393046,0.3332144131287906,0.7701406649616368,0.8036665263282294,0.2753435096325578,0.3458657144857523,0.6272089113612156,0.1488322254912644,0.5534755175470616
49,base,samlora_512_10_n128_VIT_L,samlora,128,0.5902542939157805,512,10,0.5258514205046761,0.4251515151515151,0.3243048681724106,0.1450248847029046,0.7329578112426716,0.1516353832850094,0.7190290769035426,0.797712898171467,0.8732876169963416,0.8609181437150115,0.6988813573418722,0.7336638923322117,0.6503286238830679,0.6879848528676993,0.7649735644580057,0.8214069820160194,0.4579148394398076,0.8299412415907349,0.8367493508645931,0.7069774575921852,0.4781486722717056,0.4497553203596222,0.5372975842845766,0.7029820464724572,0.8202806699864192,0.260775238646225,0.5162376998315653,0.5128137174356664,0.1738308839350028,0.5108112030184299
50,base,samlora_512_10_n2_VIT_B,samlora,2,0.5194773530549515,512,10,0.5426289393845583,0.0,0.4076074195820615,0.0149606013290242,0.6846247312832975,0.2712741079043662,0.1664807331564899,0.2872443308939217,0.8622922410397794,0.5761404422832002,0.673524329971471,0.7987006960556845,0.5974912520526511,0.6343713956170703,0.8456702366284397,0.8732338149596871,0.4968004653868528,0.8603766988594153,0.8524590163934426,0.1497861716637,0.5795886861112642,0.819249318515412,0.6125084976206662,0.8143492120504647,0.7666268933492426,0.1670938285015955,0.0,0.7660032885411351,0.0323143789354555,0.430918863578193
51,base,samlora_512_10_n2_VIT_L,samlora,2,0.5737982166434823,512,10,0.0015993602558976,0.5307066304976209,0.6268454098082471,0.2123150009135757,0.690033590686059,0.5834616339706978,0.7570991914809703,0.6633488758598403,0.8175576979257961,0.7444370798219866,0.7722826583782796,0.7452779276848354,0.7239869087716955,0.6929687009973029,0.7992445439283715,0.8062927776075186,0.4784845650140318,0.7303502597620245,0.7901317258316588,0.2988836594188805,0.5857036114570361,0.7070412258299891,0.0,0.7703222703222703,0.7454871306005719,0.3873238911388062,0.0739003054851792,0.6730528635183837,0.320301795469509,0.485505206867436
52,base,samlora_512_10_n32_VIT_B,samlora,32,0.5251281483278815,512,10,0.5488317966162385,0.2027951483611029,0.4031467335537567,0.1117595269075241,0.6383419689119171,0.1506380020852986,0.7128212927756654,0.6633563670743049,0.8096946641882448,0.8020762963861126,0.5288396010160461,0.5956647036712192,0.7054982078321076,0.5985930735930736,0.7659400321938177,0.7513929859062602,0.4269136701878545,0.7272334293948127,0.7687956204379562,0.6782796615918364,0.3772708984556343,0.4467268623024831,0.2836639932460954,0.6856247658617989,0.7628088029174777,0.2182361470161786,0.3886902827429314,0.6170614398014067,0.1155219348043172,0.2676265400029687
53,base,samlora_512_10_n32_VIT_L,samlora,32,0.4910053254017956,512,10,0.4140604536644141,0.2304564990126611,0.3894536923248799,0.1067844689367523,0.6363753511507435,0.1464770508104999,0.6859962368389447,0.65557886189864,0.7231752864467937,0.8241614792918559,0.4327805669658705,0.628464612607967,0.6570645180848699,0.6941211138942095,0.5949092037870557,0.7029620041117794,0.4977540524705423,0.57363692170322,0.7334893830463133,0.6372210252449286,0.3326923597757495,0.4919251630202937,0.3150015276504735,0.544987674609696,0.7003632897839447,0.2123052503363423,0.1361299381931161,0.5612062164226767,0.1553646916728175,0.3152608682958162
54,base,samlora_512_10_n8_VIT_B,samlora,8,0.4669789333333334,512,10,0.695836,0.036119,0.405009,0.0,0.614537,0.152291,0.242356,0.249874,0.733188,0.489619,0.574013,0.744006,0.691671,0.551121,0.736055,0.807381,0.538058,0.681138,0.831518,0.227273,0.410942,0.587717,0.270396,0.737654,0.715325,0.09651,0.038993,0.691845,0.171159,0.287764
55,base,samlora_512_10_n8_VIT_L,samlora,8,0.5487879,512,10,0.428633,0.200812,0.739785,0.120697,0.653525,0.171076,0.776118,0.63856,0.857602,0.802696,0.570775,0.807165,0.713055,0.73341,0.703196,0.799809,0.518372,0.832245,0.823917,0.347801,0.430511,0.561333,0.617285,0.831866,0.720196,0.08785,0.158955,0.552492,0.077909,0.185991
56,base,samlora_512_25_n128_VIT_B,samlora,128,0.5500723228844056,512,25,0.585698886094143,0.1999497613664908,0.4119850187265917,0.0557196298483953,0.7074178812268871,0.4464330101913994,0.7531869397154372,0.7634945911811543,0.8089000192641109,0.8298689070761208,0.6082659478885895,0.6884446611409069,0.4496366751344006,0.7540206534619942,0.4498812841953133,0.7282805671037202,0.6167064439140811,0.838947070478347,0.3659147869674185,0.67570712948439,0.5380082498526813,0.4448502556610664,0.38,0.6567234848484849,0.7736537605696484,0.1761269089967829,0.3920750782064651,0.7223536673181772,0.2645446507515473,0.4153737658674189
57,base,samlora_512_25_n128_VIT_L,samlora,128,0.5309664666666667,512,25,0.714532,0.225318,0.60237,0.077913,0.756411,0.137981,0.73722,0.651092,0.810776,0.857873,0.54002,0.487378,0.556006,0.771149,0.45751,0.638041,0.561144,0.846763,0.6712,0.902305,0.473,0.713352,0.168897,0.394983,0.769738,0.208207,0.408067,0.409899,0.225288,0.154561
58,base,samlora_512_25_n2_VIT_B,samlora,2,0.2672760756020066,512,25,0.3723684210526315,0.0,0.0982658959537572,0.0415359881928155,0.5034799348437732,0.080363524966813,0.375089040398901,0.3537483266398929,0.6333287349979307,0.0236215577795735,0.1807260726072607,0.223922902494331,0.4961777443042741,0.4175031673326186,0.3847653077797628,0.2504667998820716,0.3367741935483871,0.4086657985083461,0.5532862978091347,0.1937554081338333,0.1540878033456373,0.2326183431952662,0.1261194029850746,0.3491017327522058,0.5771632471008028,0.1186512118018967,0.0,0.4560664419836302,0.0063944909001475,0.0702344767694311
59,base,samlora_512_25_n2_VIT_L,samlora,2,0.0507764814086938,512,25,0.0103322766232241,0.0,0.0,6.165608237252604e-05,0.0097467749641662,0.0001076744999865,9.0702947845805e-05,0.2277986241400875,0.1648760547141135,0.2190210725833426,0.0,0.0236464566361473,0.0,0.0413626253560697,0.0,0.07579691331314,0.0049367636206326,0.0152808988764044,0.0619927232017912,0.4982525999195137,0.0151749539594843,0.0016486535995603,0.0,0.0304526369215152,0.0339580814187827,0.0321238676644348,0.0116204438739316,0.0199182354059707,0.0032750726865621,0.0218186792517355
60,base,samlora_512_25_n32_VIT_B,samlora,32,0.5241712770361956,512,25,0.3461389212262321,0.4485503126776577,0.261252446183953,0.0035351303579319,0.7270118378572282,0.2629482071713147,0.4782876501385895,0.7368365460786902,0.8634784385857347,0.8316151202749141,0.6233827334744766,0.5821558336697618,0.4285515359122177,0.793288358415499,0.4391175627924744,0.8140657320156286,0.3142695356738392,0.8426023084994754,0.7172413793103448,0.4955855954866835,0.5891089108910891,0.8195637805684072,0.1252288538996704,0.774390243902439,0.7914391999613508,0.2300983702833651,0.0,0.5921478789793823,0.290741069841834,0.502504816955684
61,base,samlora_512_25_n32_VIT_L,samlora,32,0.5554708199423583,512,25,0.5451174289245982,0.0051319648093841,0.4991680532445923,0.0086526576019777,0.7584737162573574,0.3584366062917063,0.4659680431624818,0.8183062781146098,0.8914868105515588,0.8676179864131411,0.4721163837894007,0.6083499005964215,0.5034116278338522,0.7705641864268193,0.8649087221095335,0.8380974159615825,0.533690316822847,0.8279898218829517,0.487037037037037,0.753937200430402,0.5923030667468431,0.7881773399014779,0.2054054054054054,0.8578262024980069,0.7649077251228786,0.111264348305786,0.098515332315804,0.5016779721528025,0.2914737128847725,0.574111334674715
62,base,samlora_512_25_n8_VIT_B,samlora,8,0.3707554681069783,512,25,0.3745928338762215,0.0,0.241670012043356,0.0,0.5445446856498449,0.1493143727780599,0.2991427007964978,0.4755492558469171,0.8033350703491402,0.5217391304347826,0.4333122629582807,0.4528729125389187,0.4739942640105418,0.5721847293899696,0.6247027556301581,0.5820817324484806,0.32,0.6234977578475336,0.631979695431472,0.1014846585285384,0.3614413755258825,0.3727536231884057,0.0811479465611083,0.6353803210048848,0.6157238798489759,0.184972215510993,0.0,0.4276061278176097,0.0005899705014749,0.2170497526913005
63,base,samlora_512_25_n8_VIT_L,samlora,8,0.4969880565895721,512,25,0.3944742900997697,0.0,0.7017543859649122,0.0216707444949318,0.7238909886612294,0.1386966551326413,0.5313496280552603,0.7805413313825896,0.8224770642201835,0.6545376344086021,0.4810393258426966,0.5964912280701754,0.4494752821595934,0.5393538730198328,0.6175793833410033,0.3869780060071698,0.5985844287158746,0.8315817838857451,0.4225053078556263,0.5130357460430375,0.4523033969288041,0.5882352941176471,0.5985130111524164,0.6283240568954854,0.7718321066242292,0.2480474565401617,0.2077546296296296,0.4029945617628364,0.4052419354838709,0.4003781611912077
