,model,n_samples,avg_dice,type,tile_sizes,pixel_sizes,fullnames,dice_sample_0,dice_sample_1,dice_sample_2,dice_sample_3,dice_sample_4,dice_sample_5,dice_sample_6,dice_sample_7,dice_sample_8,dice_sample_9,dice_sample_10,dice_sample_11,dice_sample_12,dice_sample_13,dice_sample_14,dice_sample_15,dice_sample_16,dice_sample_17,dice_sample_18,dice_sample_19,dice_sample_20,dice_sample_21,dice_sample_22,dice_sample_23,dice_sample_24,dice_sample_25,dice_sample_26,dice_sample_27,dice_sample_28,dice_sample_29
10,deeplab,2,0.4950563001345796,fine-tuned,256,25,deeplab_256_25_n2_RESNET101,0.5273595299302241,0.0,0.0,0.028648974668275,0.4152350081037277,0.1125872120806652,0.6206600942991856,0.5415286975717439,0.8308555982950411,0.8224047911547911,0.6499246609743847,0.8144078144078144,0.760790273556231,0.6875127733496832,0.8823091247672253,0.8285614929871334,0.6554878048780488,0.8709487330583382,0.8766519823788547,0.1121547999248544,0.3813735691987513,0.6493649917172832,0.4034334763948498,0.7595375722543353,0.6113035946297098,0.0749015250984749,0.0,0.6452803656178591,0.0583732616571228,0.2300912810827825
11,deeplab,2,0.4308899516318928,fine-tuned,256,25,deeplab_256_25_n2_RESNET50,0.7406491499227202,0.0,0.0,0.0,0.3090335187133624,0.0,0.8327466107407685,0.4984414124380397,0.8210070810385524,0.8400055409336473,0.4794383149448345,0.4863449307893752,0.4055704405258895,0.6598416071083639,0.6104548139397519,0.7735074233968622,0.4556267154620311,0.704,0.7650639074863055,0.4453971516664219,0.4181818181818181,0.4,0.0,0.766982824916688,0.5534297713485767,0.0287897358333116,0.0,0.7040816326530612,0.083829805214011,0.1442743417023882
12,deeplab,32,0.5186576880406888,fine-tuned,256,25,deeplab_256_25_n32_RESNET101,0.721119427269769,0.4010061085159899,0.0,0.0017525773195876,0.7158490566037736,0.092525195968645,0.4318712085860942,0.500050145421723,0.8295116569125971,0.828611240130051,0.4498419564132423,0.7405614714424008,0.5163277880468269,0.7727047964397561,0.8540221914008321,0.7228732018672002,0.8186484174508126,0.8482532751091703,0.8272157564905999,0.3970831690973591,0.3801452784503632,0.5895669291338582,0.4610951008645533,0.8250362493958434,0.7352573228074717,0.1215608900580949,0.0,0.6661504044054379,0.06697724664101,0.244112578977599
13,deeplab,32,0.5628086889617218,fine-tuned,256,25,deeplab_256_25_n32_RESNET50,0.5062738679759956,0.0764895330112721,0.4060913705583756,0.0,0.7045219516781047,0.2955974842767295,0.6556718292172458,0.6186515437933208,0.8318373328448434,0.8333708117832247,0.6108264646914681,0.7800429184549357,0.6000579686141361,0.7915782024062279,0.7504071661237784,0.8456976614076313,0.6500235515779558,0.8940142778693025,0.8602080624187256,0.1674418604651162,0.4,0.6367899947889526,0.6275229357798165,0.8732824427480916,0.7173552275307887,0.1600689704720166,0.3524884556182657,0.5929231750079694,0.2233986236103758,0.4216269841269841
14,deeplab,8,0.4908233002359366,fine-tuned,256,25,deeplab_256_25_n8_RESNET101,0.4859492803289925,0.0,0.0,0.0,0.7122924941440065,0.1683860232945091,0.4553041632495537,0.5982979773063641,0.8339051463168516,0.809556511367333,0.5593329057087877,0.6474820143884892,0.5530616186980877,0.6871951219512196,0.8436622355364164,0.7171928280717192,0.7546196819939837,0.7937984496124031,0.7476375764313508,0.4750519371651419,0.427652733118971,0.3550834597875569,0.4079320113314447,0.7949260042283298,0.7120711126379525,0.1371709574775817,0.1927125506072874,0.5277411290882578,0.1025451522010254,0.2241379310344827
15,deeplab,8,0.4821333886837411,fine-tuned,256,25,deeplab_256_25_n8_RESNET50,0.5906466512702079,0.1928537993446715,0.3450704225352112,0.0,0.6044640145763741,0.2302089930335655,0.3960769197824318,0.6190810018481933,0.7978008552229688,0.6579165394845855,0.4716397387418357,0.6310344827586207,0.5646546088472434,0.676274643099932,0.773197517109661,0.735921375921376,0.5576679340937896,0.8162959260184953,0.6819324211114214,0.5863891112890313,0.2910352382691254,0.5258729490954985,0.2831125827814569,0.8052835345023912,0.6683468896780845,0.1286707433327908,0.0,0.4753526043848624,0.1321055025011368,0.2250946598772685
16,deeplab,128,0.6154177333333332,fine-tuned,512,10,deeplab_512_10_n128_RESNET101,0.414388,0.01421,0.739275,0.006056,0.735353,0.170066,0.801848,0.761423,0.887732,0.873857,0.777509,0.869835,0.719911,0.762087,0.860736,0.815454,0.582908,0.904557,0.878691,0.507705,0.545833,0.60184,0.715081,0.839075,0.805181,0.244473,0.333453,0.697649,0.138611,0.457735
17,deeplab,128,0.6059253000000001,fine-tuned,512,10,deeplab_512_10_n128_RESNET50,0.241093,0.196003,0.203581,0.22349,0.754024,0.183855,0.798227,0.693007,0.887539,0.806596,0.845438,0.875195,0.718265,0.716467,0.793938,0.860181,0.59602,0.906631,0.830031,0.333221,0.568785,0.838053,0.594635,0.816088,0.808896,0.193693,0.235677,0.730272,0.166957,0.761901
18,deeplab,2,0.3328308333333333,fine-tuned,512,10,deeplab_512_10_n2_RESNET101,0.081221,0.000681,0.00248,0.002124,0.351438,0.176014,0.001557,0.001703,0.818621,0.003445,0.812338,0.782935,0.132592,0.574995,0.595971,0.760983,0.234561,0.754595,0.700519,0.001628,0.416517,0.795535,0.003748,0.53713,0.676385,0.00307,0.003261,0.593422,0.001398,0.164058
19,deeplab,2,0.4819604740562465,fine-tuned,512,10,deeplab_512_10_n2_RESNET50,0.6579352272300821,0.0045539613225202,0.0,0.0031521362112296,0.6347680857921416,0.0826822757218779,0.3819392731658713,0.5401728347468517,0.8118506355632308,0.8301832228212597,0.6616913336967003,0.7432054864109728,0.5454105110196174,0.7040648683025068,0.6062451209992193,0.8036919889758245,0.7190138926722964,0.8873918048863685,0.8313871109591049,0.6596365681483205,0.2976483948702323,0.4151229552594518,0.251890359168242,0.8121232847432993,0.720408082877063,0.082848234545128,0.0,0.6428423537206509,0.0325725111185403,0.0943817067387906
20,deeplab,32,0.5621621580267492,fine-tuned,512,10,deeplab_512_10_n32_RESNET101,0.4830679233019174,0.0,0.0,0.0,0.7102655853847122,0.1517462866318747,0.6981709773587946,0.6190260212853481,0.8821848712668997,0.8647961622603522,0.7332945961650204,0.853188239786178,0.6771851277856702,0.7189840013194788,0.8614038449255924,0.8331172726041445,0.5950573698146514,0.9036746509781948,0.8782877222872963,0.3672023670673165,0.5249751035169559,0.81,0.5059347181008902,0.8578341855368883,0.7665140402771587,0.1616982476640684,0.3930501288552664,0.6483484361297867,0.083999321978567,0.2818575385194546
21,deeplab,32,0.6375899249509774,fine-tuned,512,10,deeplab_512_10_n32_RESNET50,0.5100997187420098,0.1756948066463005,0.8256210423770093,0.0,0.733648034903265,0.3612362493452069,0.8383281952797291,0.719227707818846,0.8727689793866265,0.8083662606141165,0.7476349220650509,0.885519180558345,0.7459633604666679,0.7993585510800868,0.8579765933008413,0.8520887195536808,0.6501868841318382,0.9135444071486892,0.8135230555258371,0.2784748926218264,0.5064426347799196,0.838007258330584,0.5779531998872286,0.8427377456516828,0.8102652999698523,0.308871528968958,0.2466128499268281,0.787078392114585,0.2199261455623669,0.600541131771343
22,deeplab,8,0.5189668341331767,fine-tuned,512,10,deeplab_512_10_n8_RESNET101,0.3848896201837378,0.0,0.0,0.0,0.6635987470513167,0.0929470508686154,0.788527397260274,0.5935911650730572,0.8840730894774035,0.8577960362342506,0.7727246725015732,0.7885551948051948,0.6708303108579112,0.5610084890880607,0.7556730224655466,0.719760616871907,0.5614769006911604,0.8856077700382615,0.8356812740130297,0.4941016254721319,0.5107132708155726,0.6054998270494638,0.5708694436678781,0.731282772041732,0.674614251376289,0.147079833960807,0.0944149354118867,0.6894590294351631,0.0550536181710715,0.1791750591120063
23,deeplab,8,0.5221129864646009,fine-tuned,512,10,deeplab_512_10_n8_RESNET50,0.682735187937991,0.0,0.0,0.0011109853823127,0.6933182051872995,0.1100290005626974,0.3559288102340293,0.549072096445014,0.8627945734622993,0.8335249720716057,0.791197220174792,0.8179590236251348,0.5761700225335435,0.7301071155317521,0.8220666078517865,0.8251146103248953,0.6849825755733852,0.90191398540414,0.8149169859514687,0.4992095332671301,0.4146667241156448,0.6792691751085383,0.4759991069435141,0.8342607124173681,0.765273028130171,0.0532037106177661,0.0,0.6532816958825928,0.0427573738142091,0.1925265553869499
24,deeplab,128,0.5396873161460393,fine-tuned,512,25,deeplab_512_25_n128_RESNET101,0.5815548780487805,0.0,0.0,0.0,0.7306255272990237,0.3352601156069364,0.7746810598626104,0.6542780221944974,0.8523073451427282,0.8033375918236985,0.8080284881838783,0.8011527377521613,0.53975643210441,0.8027896164277412,0.7950589556428973,0.8217369222955815,0.6422413793103449,0.8230504227998747,0.8109647561409754,0.594428302854213,0.6292417260159195,0.7016229712858927,0.0344827586206896,0.8246238030095759,0.737917819885033,0.1467206832366144,0.0,0.773100482210348,0.0,0.1716566866267465
25,deeplab,128,0.4178544764157613,fine-tuned,512,25,deeplab_512_25_n128_RESNET50,0.2114368092263334,0.0,0.0,0.0879048248512888,0.603988603988604,0.2033613445378151,0.707408800300865,0.4297968397291196,0.8076497899624143,0.5153206168831169,0.5327831270059605,0.7410714285714286,0.3229499915810742,0.3980963045912654,0.6935450177564236,0.6837469975980784,0.5400115141047783,0.7286271727562965,0.7610837438423645,0.0743013278366329,0.4653739612188365,0.757213230119634,0.0,0.6770648706132577,0.6452350989589292,0.1486812448099964,0.0,0.7806182479409562,0.0003128421711246,0.0180505415162454
26,deeplab,2,0.4082880666994693,fine-tuned,512,25,deeplab_512_25_n2_RESNET101,0.0,0.0,0.0,0.0,0.6503698132129874,0.3501557632398754,0.0,0.3386464593676509,0.7961776016781261,0.0,0.7255902999361837,0.7132311186825667,0.4502266545784225,0.7130687720756285,0.75999075999076,0.7272483581289372,0.3709884467265725,0.7720465890183028,0.7267128560431101,0.0,0.5482233502538071,0.7935779816513762,0.0,0.7875417130144605,0.6965778619997771,0.06444489058422,0.0,0.5642640541170982,0.3074637950241367,0.392094861660079
27,deeplab,2,0.4215125487901996,fine-tuned,512,25,deeplab_512_25_n2_RESNET50,0.6966213862765587,0.0,0.0,0.0,0.6725990985785277,0.0922350922350922,0.3882618510158013,0.1146763700518248,0.8233286488656896,0.7266421700177532,0.4694148936170212,0.8279240661359462,0.1482006355750236,0.666232073011734,0.2322242028124381,0.7163569134961565,0.5094339622641509,0.8976799524092802,0.6783333333333333,0.5850860420650096,0.505342985177525,0.8634505314799673,0.0,0.7751707751707752,0.7019084967320262,0.138693353687841,0.0027567195037904,0.2354443137913657,0.0015629696423204,0.1757956267590387
28,deeplab,32,0.4697017591048866,fine-tuned,512,25,deeplab_512_25_n32_RESNET101,0.0,0.0,0.0,0.0,0.7096915816046537,0.0005628253834247,0.7252241138251501,0.6020811380400422,0.8224912320398235,0.8658407079646018,0.6631781878270449,0.7961926091825308,0.4721267723102585,0.7465873293664683,0.7946332737030412,0.7955726225434832,0.7026754164563351,0.8833433553818401,0.8075752451809266,0.5690959146862441,0.3198506533914125,0.746249184605349,0.0,0.8266953713670614,0.7263157894736842,0.0350756533700137,0.0082474226804123,0.4339089894280649,0.0378373833347347,0.0
29,deeplab,32,0.4988494255749393,fine-tuned,512,25,deeplab_512_25_n32_RESNET50,0.2393566698202459,0.0,0.0,0.0,0.7108096468561584,0.0,0.6506681592387882,0.6080508474576272,0.8353520837610346,0.7982133473462953,0.7063993408404284,0.7702564102564102,0.4572324578596629,0.7176121930567316,0.808835027365129,0.8781825303564434,0.6126027397260274,0.8978038067349927,0.7938424388771507,0.0228368933950191,0.5326307255776247,0.8220015278838808,0.0,0.8467193030220528,0.753219989696033,0.1256089074460682,0.2511990407673861,0.6303221841804934,0.0,0.4957264957264957
30,deeplab,8,0.5297148313191605,fine-tuned,512,25,deeplab_512_25_n8_RESNET101,0.3499562554680664,0.1874431301182893,0.3716475095785441,0.0,0.6713542670005779,0.435,0.3431849357775283,0.66658636473139,0.8526873895415323,0.0,0.7262959978511953,0.7018800358102059,0.570810550982395,0.7566853747111257,0.8774055595153243,0.8383568020481788,0.6811804547653604,0.8383167220376523,0.8103946102021174,0.4243809238377102,0.565896314803248,0.7653250773993808,0.0,0.8388398486759142,0.7533567630891231,0.1795784813781157,0.0,0.7900280898876404,0.3013460703430308,0.5935074100211715
31,deeplab,8,0.3971771493406041,fine-tuned,512,25,deeplab_512_25_n8_RESNET50,0.7048537835393428,0.0,0.0,0.0,0.6214109146225518,0.0346943592164267,0.3433407462317766,0.0793451204803818,0.8274950429610046,0.7473803552410073,0.3805942083490033,0.752755905511811,0.1472959935926606,0.4306148055207026,0.180118575637435,0.517977831846445,0.6457023060796646,0.9039825422804146,0.6351383305746039,0.5958677685950413,0.440431109816487,0.8172043010752689,0.4907975460122699,0.3762988619495299,0.682099596231494,0.0772135236247748,0.2343045959747672,0.1924743443557582,0.0145292138960341,0.0413927970014666
32,samlora,128,0.5884052803644085,fine-tuned,256,10,samlora_256_10_n128_VIT_B,0.5546968442359003,0.2576399457080574,0.4220488553523469,0.4170034241293148,0.6407063416942735,0.253516579809067,0.8035484167893961,0.7646662575034056,0.7987891081197369,0.8339210618538637,0.5447604002106372,0.812369337979094,0.7145132163457509,0.6334341581918213,0.5810114192495922,0.7755990532626159,0.4745118115995027,0.8131522279277787,0.7848258706467661,0.3995404363521844,0.5686531643110398,0.714546783625731,0.4394079555966697,0.7272566918022666,0.7541592933458711,0.3274455924915442,0.5031867339581831,0.6952850521094742,0.2509221337539111,0.3910402429764616
33,samlora,128,0.5733890684758589,fine-tuned,256,10,samlora_256_10_n128_VIT_L,0.6144788281286797,0.2508913427256049,0.3247129119596676,0.2582053219172333,0.6692781197537773,0.1728138578806455,0.7431254047053745,0.6894819550588962,0.8232244372015463,0.834380724249683,0.4325763508222396,0.8482209043736101,0.7312475662960815,0.6548065222681918,0.5882642089093701,0.7348782015360781,0.5209156785243741,0.8555916552667578,0.7369299221357063,0.6303259254886915,0.4154763333733445,0.6864421566916769,0.53728949478749,0.6847773669828002,0.7545448883414185,0.3124240701275008,0.6165047007058972,0.6895185374025785,0.1187717203016902,0.2715729463591604
34,samlora,2,0.5676336580646427,fine-tuned,256,10,samlora_256_10_n2_VIT_B,0.2900645523435307,0.0535515475395234,0.6076651538073626,0.1921063507370161,0.5614393320628006,0.510074656819459,0.5918316984391387,0.66000650829808,0.8539972655968914,0.7004983079584537,0.7533514872224549,0.8138546999237556,0.7109799463985901,0.5384199359321047,0.7047907446230297,0.8529367388727234,0.3366139954853273,0.8928400268379182,0.7798988040478381,0.1710250128117826,0.5925497287522604,0.8681741640606206,0.0422133485453508,0.6762512740732793,0.7683865476212036,0.4548473429346318,0.1702047540597787,0.785406430480131,0.5493627418609258,0.5456666437933164
35,samlora,2,0.5641284044706095,fine-tuned,256,10,samlora_256_10_n2_VIT_L,0.5885922827736089,0.2708018685680166,0.5287425149700599,0.3050624589086128,0.6447976344483459,0.1976381061775368,0.5972711527900985,0.727378105145775,0.7943716953374216,0.8420523472285136,0.5397999549737883,0.7562930896264229,0.70773311719412,0.6090323853686209,0.5729693166231374,0.8119234237358673,0.5212521098665029,0.8278531590776659,0.7427004070076093,0.5632176905973013,0.4923475788241198,0.707544654758731,0.5255208333333333,0.6752918660287082,0.7825984666057737,0.2848601356260595,0.2272459064758814,0.725598310652276,0.0892356700739934,0.2641258913203835
36,samlora,32,0.6300280120933258,fine-tuned,256,10,samlora_256_10_n32_VIT_B,0.7320286036883703,0.1856394806685316,0.589650563299599,0.3076618306822816,0.7160860408106895,0.3108032622053401,0.7138050540057188,0.7395822977447749,0.8682117366521306,0.8536602201999517,0.583050142173521,0.8648281219654301,0.7292619081356413,0.7444973396807617,0.6879235842619968,0.8195947059146576,0.4478770996876846,0.8678431900848713,0.8434392870022153,0.6379603227567797,0.5715272183220164,0.8254406455723083,0.5218774860779634,0.7775958074025549,0.7691155545570284,0.3250087627059236,0.554089861751152,0.8437220345173957,0.1442435897435897,0.3248146105288962
37,samlora,32,0.5645116266506928,fine-tuned,256,10,samlora_256_10_n32_VIT_L,0.6419814364421502,0.2166552051609523,0.5009405295905078,0.1864161739170344,0.6852856881517165,0.1329088381686919,0.506727891785077,0.6512986879376684,0.8243859413075003,0.8456068405898264,0.3864000557374765,0.8493716000750329,0.7238617548118346,0.6448586654878558,0.5702350847616372,0.7295283018867924,0.5656911581569116,0.8801975752132914,0.739475846954616,0.687362266172805,0.4669323350642032,0.7311206414320343,0.416582406471183,0.7371016023947878,0.7509426220810549,0.2835235145192998,0.6031521270701226,0.708561919133513,0.0667466454748296,0.2014954435703715
38,samlora,8,0.577793859118112,fine-tuned,256,10,samlora_256_10_n8_VIT_B,0.6786427145708582,0.0995809094889597,0.3120825743776563,0.2043148894697204,0.6257970623096427,0.2367711764841392,0.6878957599553477,0.6697830659125872,0.8557246546476235,0.8130547337278107,0.5580346299316423,0.8203167667941016,0.756865360968906,0.6488084618325475,0.5412215154696474,0.8009985859185419,0.4599810186649794,0.8422753167247683,0.8463829572416578,0.7066005830370096,0.5124053526358398,0.7556029882604055,0.4160613397901533,0.7729943966106327,0.7452300464103593,0.3238853670037198,0.5087335719949064,0.7550554218345163,0.1066362209219352,0.2720783305527445
39,samlora,8,0.5719716035891454,fine-tuned,256,10,samlora_256_10_n8_VIT_L,0.4147303814116616,0.1389665095716728,0.4990143621515066,0.2134410152869916,0.6753356890459364,0.2677405311275577,0.5768677691352376,0.6731514796530277,0.8184731006022379,0.8272400034695117,0.6127798611368953,0.7909395381632294,0.704896483733158,0.6258326268620564,0.617693278147894,0.7712209948847208,0.4392851177551361,0.896164726615035,0.7500729927007299,0.7080171142730505,0.4927639262682171,0.7302820157189089,0.6812196812196812,0.7411245965725715,0.8031248313038382,0.28212150515624,0.5048317106078839,0.6246591760299626,0.0855585703227017,0.1915985187471069
40,samlora,128,0.5656232328074399,fine-tuned,256,25,samlora_256_25_n128_VIT_B,0.2698412698412698,0.05002405002405,0.533457249070632,0.0966711499663752,0.7361459064034472,0.1878619994963485,0.7892079781511214,0.7422461031015588,0.8328797973163179,0.7987046542873876,0.725268817204301,0.7638190954773869,0.6501080829059467,0.7133089521386548,0.6774819255863164,0.7328752415718274,0.5951629863301787,0.9120448179271708,0.7534165181224005,0.3872527472527473,0.4319526627218935,0.7455410225921522,0.4214046822742475,0.8361678004535147,0.785422469823584,0.2250875203392337,0.261072261072261,0.6134734033683509,0.1161698283649503,0.5846259910375733
41,samlora,128,0.545684856530301,fine-tuned,256,25,samlora_256_25_n128_VIT_L,0.5987261146496815,0.1845331656711726,0.1747967479674796,0.1186165022227041,0.7354589371980677,0.1967347776979155,0.57532946758039,0.6858346305283399,0.8286639984753192,0.8594996435724227,0.6531007751937985,0.4862385321100917,0.5572404132376116,0.6956909361069836,0.8153486560186989,0.6894240837696335,0.5640776699029126,0.8678003291278114,0.6838059899284389,0.7468705055132371,0.4109141791044776,0.6396719630958483,0.2579185520361991,0.7817312798725438,0.8188280499519692,0.3007873624599488,0.2929317464172941,0.4690277777777777,0.2335882727852135,0.4473546359350445
42,samlora,2,0.5200960004880003,fine-tuned,256,25,samlora_256_25_n2_VIT_B,0.5695572439088289,0.1933741447605329,0.3987291501191422,0.1195165622202327,0.624267920481729,0.1288326300984529,0.6511264644037248,0.6883920894239037,0.7465671878720533,0.7853910587631182,0.5565500406834825,0.5806451612903226,0.5390096706173199,0.729371921182266,0.7351415443900993,0.7156477846326417,0.5553398058252427,0.8463054187192118,0.8140540540540541,0.4796975731596179,0.2844839959810535,0.5133519330410522,0.2981691368788143,0.8088059344340751,0.7291674921741886,0.186253495825423,0.4145077720207253,0.4586608526019852,0.0840194925222651,0.3679424825544513
43,samlora,2,0.6440621726513439,fine-tuned,256,25,samlora_256_25_n2_VIT_L,0.4044173648134044,0.372859025032938,0.721351025331725,0.1320039880358923,0.7577248573115528,0.4656265236470014,0.7979282390031527,0.737251207160523,0.8661895892559554,0.7801776960784313,0.7721376198533559,0.8172615876398508,0.7020531283448477,0.799057800326146,0.7884491978609626,0.7933145009416196,0.5792106725958867,0.8916323731138546,0.8635778635778636,0.1853667231084573,0.5865184155663655,0.8239845261121856,0.704,0.8673277941570624,0.7851060891977724,0.5223476486024909,0.1114949374627754,0.6353217218662576,0.4646246764452114,0.5935483870967742
44,samlora,32,0.5372394,fine-tuned,256,25,samlora_256_25_n32_VIT_B,0.381765,0.189432,0.471422,0.028766,0.570733,0.243903,0.753854,0.714273,0.804468,0.769558,0.626546,0.574984,0.657449,0.709401,0.673609,0.727363,0.416974,0.930976,0.765545,0.450519,0.437419,0.479681,0.413571,0.84395,0.797083,0.260954,0.300058,0.559158,0.181171,0.382597
